name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,fsharp,3,20,565,37.376,163240,0,53% 1% 2% 46%,37.386
binarytrees,ifc,1,20,826,177.991,153820,0,0% 0% 0% 100%,178.172
binarytrees,python3,6,20,626,524.469,685880,0,98% 93% 93% 93%,139.157
binarytrees,gcc,5,20,963,80.676,109188,0,94% 85% 90% 91%,22.545
binarytrees,jruby,1,20,412,262.868,866644,0,82% 30% 31% 47%,138.479
binarytrees,clojure,6,20,705,41.996,553912,0,17% 88% 27% 15%,28.649
binarytrees,java,2,20,603,18.896,440652,0,16% 65% 49% 15%,13.297
binarytrees,yarv,3,20,439,232.384,394576,0,0% 5% 96% 0%,232.501
binarytrees,fsharp,2,20,515,67.444,275504,0,1% 89% 11% 1%,67.626
binarytrees,gpp,6,20,892,0.000,0,-11,%,0.000
binarytrees,go,5,20,1000,213.436,228664,0,92% 95% 94% 88%,58.249
binarytrees,go,6,20,871,14.196,82972,0,67% 74% 77% 95%,4.543
binarytrees,gnat,4,20,2167,15.016,117956,0,68% 64% 92% 74%,5.049
binarytrees,fsharp,1,20,537,25.928,188132,0,3% 28% 51% 20%,25.930
binarytrees,clojure,1,20,657,32.500,552284,0,19% 75% 48% 28%,19.226
binarytrees,php,2,20,472,547.792,546272,0,72% 24% 5% 4%,548.404
binarytrees,ghc,1,20,521,39.466,174636,0,33% 33% 33% 100%,19.954
binarytrees,csharp,2,20,650,42.992,319372,0,1% 100% 0% 1%,43.005
binarytrees,gcc,1,20,706,33.316,66104,0,0% 0% 100% 0%,33.338
binarytrees,scala,2,20,641,0.000,216,-2,34% 11% 28% 59%,0.301
binarytrees,dart,1,20,503,30.748,120740,0,1% 0% 100% 1%,30.797
binarytrees,go,4,20,688,199.736,308772,0,97% 95% 95% 95%,52.470
binarytrees,perl,3,20,706,863.856,912720,0,94% 69% 100% 72%,258.434
binarytrees,java,1,20,1007,25.408,529468,0,70% 96% 28% 55%,10.255
binarytrees,hipe,1,20,441,50.919,427992,0,2% 1% 97% 2%,50.975
binarytrees,fpascal,1,20,769,33.242,65844,0,96% 0% 0% 4%,33.261
binarytrees,ats,1,20,926,17.909,132104,0,1% 0% 0% 100%,17.924
binarytrees,gnat,1,20,955,39.500,99444,0,0% 0% 0% 100%,39.527
binarytrees,go,1,20,516,112.020,252852,0,0% 0% 0% 100%,112.018
binarytrees,go,2,20,694,198.636,306156,0,95% 94% 96% 94%,52.634
binarytrees,perl,1,20,448,665.400,289788,0,89% 10% 3% 7%,665.867
binarytrees,gpp,2,20,553,37.752,99092,0,0% 0% 1% 100%,37.777
binarytrees,yarv,1,20,412,219.184,222144,0,51% 4% 46% 0%,219.297
binarytrees,ghc,4,20,612,36.986,365756,0,68% 67% 67% 99%,12.303
binarytrees,racket,2,20,640,26.712,226228,0,0% 1% 100% 0%,26.745
binarytrees,gcc,7,20,850,11.204,103620,0,70% 88% 91% 72%,3.495
binarytrees,hipe,2,20,499,52.627,646636,0,89% 75% 70% 81%,16.824
binarytrees,yarv,2,20,413,221.320,222016,0,30% 0% 1% 71%,221.426
binarytrees,sbcl,2,20,649,20.408,220104,0,83% 0% 18% 0%,20.449
binarytrees,ocaml,2,20,784,40.136,101028,0,36% 95% 49% 69%,16.266
binarytrees,gnat,5,20,2167,14.844,117820,0,86% 58% 76% 74%,5.027
binarytrees,go,7,20,737,0.000,0,-10,40% 67% 50% 67%,0.043
binarytrees,scala,1,20,549,18.600,345960,0,18% 95% 21% 18%,12.467
binarytrees,php,3,20,483,919.632,1256324,0,0% 0% 0% 100%,920.885
binarytrees,php,1,20,504,625.664,547708,0,0% 97% 3% 0%,626.335
binarytrees,ats,3,20,2143,18.333,218600,0,73% 99% 64% 69%,6.046
binarytrees,ghc,5,20,611,27.058,151668,0,58% 81% 68% 55%,10.381
binarytrees,sbcl,1,20,612,28.804,227004,0,0% 100% 0% 0%,28.852
binarytrees,ocaml,1,20,563,12.632,235720,0,1% 0% 0% 100%,12.653
binarytrees,gcc,9,20,1103,6.564,114132,0,92% 89% 99% 90%,1.785
binarytrees,csharp,1,20,654,21.852,119736,0,66% 1% 1% 34%,21.853
binarytrees,ocaml,5,20,496,35.680,115716,0,0% 0% 0% 100%,35.730
binarytrees,ifc,2,20,1199,23.985,116980,0,68% 68% 98% 69%,7.929
binarytrees,jruby,3,20,439,194.192,877868,0,84% 29% 23% 26%,123.098
binarytrees,scala,4,20,494,19.920,469084,0,52% 15% 14% 61%,14.099
binarytrees,racket,1,20,495,37.428,284412,0,0% 0% 0% 100%,37.461
binarytrees,gcc,2,20,594,3.000,25156,0,0% 1% 1% 100%,3.005
binarytrees,gnat,3,20,1342,117.376,329172,0,92% 92% 92% 94%,31.821
binarytrees,racket,3,20,877,0.000,24068,-10,13% 1% 6% 64%,1.629
binarytreesredux,java,2,20,607,379.680,133644,0,87% 92% 94% 87%,105.890
binarytreesredux,clojure,6,20,709,134.468,239704,0,93% 53% 52% 52%,54.184
binarytreesredux,ghc,1,20,521,24.846,104588,0,0% 0% 0% 100%,24.879
binarytreesredux,jruby,1,20,412,264.160,866592,0,70% 31% 31% 59%,138.697
binarytreesredux,scala,4,20,498,288.616,136916,0,81% 91% 88% 81%,84.733
binarytreesredux,clojure,1,20,661,77.500,249072,0,50% 76% 72% 48%,31.614
binarytreesredux,sbcl,2,20,649,23.456,198000,0,0% 98% 2% 0%,23.500
chameneosredux,python3,2,6000000,866,482.066,4772,0,27% 50% 50% 26%,291.379
chameneosredux,sbcl,3,6000000,2907,3.560,4628,0,80% 99% 100% 80%,1.004
chameneosredux,java,2,6000000,1429,40.752,31660,0,91% 63% 66% 92%,13.185
chameneosredux,hipe,1,6000000,734,135.184,11292,0,50% 73% 72% 53%,55.255
chameneosredux,ocaml,1,6000000,1279,551.052,2028,0,33% 44% 43% 32%,330.864
chameneosredux,ghc,1,6000000,991,7.948,2296,0,77% 100% 1% 1%,4.475
chameneosredux,java,3,6000000,1267,28.696,33048,0,98% 71% 79% 98%,8.324
chameneosredux,gnat,5,6000000,2906,41.984,1956,0,92% 91% 91% 87%,11.819
chameneosredux,go,5,6000000,957,5.284,1004,0,0% 0% 0% 100%,5.286
chameneosredux,csharp,1,6000000,1400,75.060,20480,0,86% 82% 86% 78%,23.115
chameneosredux,racket,1,6000000,791,332.060,57764,0,0% 0% 0% 100%,332.030
chameneosredux,gnat,2,6000000,6001,8.604,1672,0,99% 99% 90% 90%,2.275
chameneosredux,yarv,1,6000000,920,247.608,5000,0,2% 68% 69% 2%,162.435
chameneosredux,perl,4,6000000,785,792.340,6684,0,46% 19% 18% 46%,565.159
chameneosredux,gcc,2,6000000,1663,38.580,596,0,86% 87% 72% 77%,12.266
chameneosredux,scala,1,6000000,1271,0.000,0,-2,6% 81% 19% 7%,0.147
chameneosredux,gpp,5,6000000,1994,3.488,928,0,100% 100% 85% 87%,0.954
chameneosredux,ghc,4,6000000,991,86.649,3304,0,59% 59% 48% 50%,37.170
chameneosredux,clojure,1,6000000,1331,190.244,393964,0,32% 27% 27% 29%,155.700
chameneosredux,jruby,1,6000000,928,137.928,460496,0,61% 58% 46% 58%,61.615
chameneosredux,scala,2,6000000,1171,43.980,36332,0,78% 80% 61% 84%,14.754
chameneosredux,java,1,6000000,1770,10.756,35056,0,40% 41% 42% 14%,7.526
chameneosredux,gpp,1,6000000,2449,0.000,0,-11,%,0.000
chameneosredux,ocaml,3,6000000,1146,1259.676,2880,0,10% 65% 64% 9%,802.432
chameneosredux,gcc,5,6000000,2863,3.192,576,0,91% 99% 100% 92%,0.842
fannkuchredux,gnat,3,12,2100,39.340,1684,0,100% 98% 99% 100%,9.929
fannkuchredux,python3,6,12,385,2912.894,4564,0,83% 6% 2% 10%,2913.633
fannkuchredux,java,1,12,1282,54.608,15036,0,99% 99% 99% 98%,13.851
fannkuchredux,java,3,12,1633,42.260,16416,0,99% 99% 99% 99%,10.684
fannkuchredux,gpp,1,12,1059,0.000,0,-2,0% 0% 0% 100%,0.139
fannkuchredux,ifc,3,12,1148,66.888,8508,0,100% 100% 100% 100%,16.845
fannkuchredux,gcc,2,12,1557,54.764,356,0,91% 100% 96% 98%,14.217
fannkuchredux,racket,3,12,1096,348.460,16768,0,90% 98% 94% 100%,91.385
fannkuchredux,ghc,1,12,553,972.357,3588,0,34% 42% 38% 30%,685.380
fannkuchredux,fsharp,1,12,551,250.960,20772,0,39% 1% 1% 60%,251.130
fannkuchredux,gpp,4,12,1439,0.000,0,-11,%,0.000
fannkuchredux,fsharp,3,12,945,121.476,19176,0,97% 92% 98% 93%,31.877
fannkuchredux,sbcl,2,12,513,101.900,3832,0,98% 0% 0% 2%,101.936
fannkuchredux,racket,2,12,903,296.568,16588,0,0% 0% 0% 100%,296.492
fannkuchredux,php,3,12,1150,2847.176,10564,0,91% 93% 99% 100%,744.724
fannkuchredux,sbcl,3,12,821,61.524,13748,0,100% 0% 0% 0%,61.547
fannkuchredux,ghc,2,12,808,474.850,4872,0,76% 76% 76% 77%,156.936
fannkuchredux,racket,1,12,649,313.452,15332,0,0% 0% 100% 0%,313.388
fannkuchredux,scala,2,12,1017,68.552,20792,0,99% 98% 97% 99%,17.462
fannkuchredux,ats,2,12,1571,57.804,288,0,0% 1% 100% 0%,57.820
fannkuchredux,ifc,1,12,590,68.408,520,0,100% 0% 0% 0%,68.427
fannkuchredux,java,2,12,514,73.008,15196,0,95% 5% 0% 0%,72.982
fannkuchredux,gcc,4,12,1183,27.244,328,0,1% 0% 0% 100%,27.254
fannkuchredux,fpascal,1,12,1018,65.312,748,0,100% 100% 100% 100%,16.357
fannkuchredux,ocaml,4,12,1004,0.004,9268,0,100% 100% 100% 100%,33.567
fannkuchredux,clojure,2,12,1088,280.412,70264,0,86% 86% 85% 85%,82.264
fannkuchredux,hipe,1,12,1038,404.653,8180,0,95% 99% 99% 94%,104.744
fannkuchredux,ats,1,12,1306,58.276,288,0,0% 0% 0% 100%,58.293
fannkuchredux,scala,1,12,459,100.636,19164,0,0% 100% 0% 1%,100.597
fannkuchredux,php,1,12,482,3463.444,2576,0,0% 98% 3% 0%,3464.586
fannkuchredux,ocaml,2,12,473,71.100,596,0,0% 0% 0% 100%,71.123
fannkuchredux,ghc,4,12,658,96.486,2000,0,15% 38% 34% 18%,92.154
fannkuchredux,ocaml,1,12,524,140.648,592,0,0% 0% 0% 100%,140.690
fannkuchredux,gpp,6,12,894,36.508,296,0,0% 0% 1% 100%,36.522
fannkuchredux,yarv,1,12,384,3981.516,4748,0,100% 0% 1% 2%,3982.933
fannkuchredux,csharp,2,12,564,55.196,14636,0,0% 100% 1% 0%,55.214
fannkuchredux,python3,2,12,797,4138.155,25128,0,99% 99% 98% 100%,1045.691
fannkuchredux,ocaml,3,12,1017,0.004,18696,0,100% 100% 100% 100%,26.417
fannkuchredux,gcc,1,12,508,59.764,328,0,16% 20% 77% 63%,59.788
fannkuchredux,gpp,3,12,593,57.496,296,0,0% 1% 100% 0%,57.513
fannkuchredux,dart,2,12,495,79.376,6120,0,1% 1% 1% 100%,79.400
fannkuchredux,gcc,3,12,567,47.508,328,0,0% 1% 100% 0%,47.523
fannkuchredux,sbcl,4,12,1518,57.304,14112,0,98% 99% 97% 94%,14.771
fannkuchredux,fsharp,4,12,612,84.024,15220,0,1% 100% 0% 0%,84.049
fannkuchredux,php,2,12,441,2715.580,2544,0,0% 0% 0% 100%,2716.447
fannkuchredux,go,1,12,900,85.188,1012,0,100% 100% 99% 100%,21.427
fannkuchredux,gpp,7,12,1150,27.284,296,0,1% 1% 1% 100%,27.295
fannkuchredux,jruby,1,12,384,1105.176,592352,0,97% 0% 1% 3%,1101.800
fannkuchredux,csharp,3,12,1096,113.988,15228,0,98% 99% 99% 98%,28.947
fannkuchredux,dart,1,12,531,0.000,0,-2,0% 0% 60% 20%,0.056
fannkuchredux,fsharp,2,12,548,109.628,15488,0,1% 0% 0% 100%,109.658
fannkuchredux,ghc,3,12,1153,66.804,3264,0,100% 99% 100% 94%,17.024
fannkuchredux,gpp,5,12,1440,0.000,0,-11,%,0.000
fannkuchredux,perl,1,12,457,2820.316,1752,0,100% 0% 0% 0%,2821.210
fannkuchredux,sbcl,1,12,1607,46.656,18532,0,99% 99% 100% 99%,11.758
fannkuchredux,csharp,1,12,520,98.444,14372,0,100% 0% 1% 0%,98.470
fannkuchredux,python3,1,12,1108,4785.955,25276,0,100% 100% 99% 99%,1207.084
fannkuchredux,gpp,2,12,2106,0.000,0,-11,%,0.000
fannkuchredux,ghc,5,12,834,94.324,3584,0,99% 99% 98% 100%,23.797
fasta,racket,1,25000000,1054,50.024,16080,0,0% 0% 0% 100%,50.023
fasta,ocaml,6,25000000,1161,0.000,0,-2,7% 6% 13% 100%,0.155
fasta,gnat,5,25000000,2186,4.248,1236,0,1% 0% 1% 100%,4.253
fasta,csharp,4,25000000,1505,10.020,41036,0,1% 90% 0% 10%,10.029
fasta,scala,1,25000000,1080,10.324,21800,0,93% 7% 1% 1%,10.211
fasta,hipe,1,25000000,1039,95.098,8656,0,99% 0% 2% 0%,95.124
fasta,go,1,25000000,1036,16.680,1012,0,0% 0% 0% 100%,16.677
fasta,ifc,1,25000000,1155,6.344,252,0,0% 0% 1% 100%,6.348
fasta,yarv,5,25000000,987,242.984,4860,0,54% 6% 36% 5%,244.894
fasta,ghc,4,25000000,1413,0.000,0,-10,10% 10% 100% 0%,0.100
fasta,perl,4,25000000,934,313.436,2280,0,1% 0% 100% 1%,313.573
fasta,fpascal,4,25000000,1112,7.940,8,0,0% 0% 0% 100%,7.949
fasta,yarv,2,25000000,732,297.976,249848,0,96% 0% 4% 0%,298.158
fasta,ghc,2,25000000,979,4.280,2276,0,41% 62% 5% 4%,3.803
fasta,gpp,1,25000000,1033,4.812,632,0,1% 0% 0% 100%,4.816
fasta,ghc,3,25000000,1408,12.837,1748,0,12% 36% 39% 26%,11.408
fasta,python3,2,25000000,788,246.947,4600,0,24% 2% 25% 51%,249.745
fasta,gnat,1,25000000,1346,9.044,1236,0,1% 0% 1% 100%,9.049
fasta,perl,1,25000000,838,116.396,99960,0,0% 94% 0% 7%,116.445
fasta,yarv,6,25000000,772,176.404,187916,0,89% 5% 4% 3%,178.872
fasta,gpp,3,25000000,1286,4.224,884,0,1% 0% 0% 100%,4.228
fasta,racket,3,25000000,1276,13.840,17248,0,0% 0% 1% 100%,13.840
fasta,python3,1,25000000,792,249.976,4612,0,33% 2% 39% 28%,252.912
fasta,clojure,6,25000000,1653,20.632,67228,0,23% 34% 27% 83%,12.518
fasta,csharp,2,25000000,1180,7.916,15360,0,0% 1% 100% 0%,7.923
fasta,gpp,4,25000000,1266,6.560,296,0,0% 1% 100% 0%,6.564
fasta,gcc,1,25000000,1185,7.048,296,0,0% 1% 100% 0%,7.055
fasta,clojure,5,25000000,1839,21.656,79012,0,19% 24% 92% 26%,13.522
fasta,ocaml,3,25000000,1042,12.164,1656,0,1% 0% 1% 100%,12.172
fasta,sbcl,3,25000000,1579,13.000,30220,0,0% 0% 0% 100%,13.006
fasta,perl,5,25000000,1113,2.300,15308,0,0% 0% 100% 1%,2.303
fasta,php,2,25000000,1006,373.920,2592,0,39% 13% 5% 45%,377.676
fasta,ifc,3,25000000,1190,4.544,524,0,0% 0% 1% 100%,4.547
fasta,gpp,2,25000000,1105,4.228,632,0,0% 0% 100% 1%,4.233
fasta,php,4,25000000,1110,68.880,2596,0,0% 90% 10% 1%,68.910
fasta,dart,1,25000000,1386,9.296,288476,0,1% 1% 1% 100%,9.303
fasta,perl,2,25000000,886,434.152,2280,0,62% 0% 38% 0%,434.320
fasta,php,3,25000000,1030,148.940,2588,0,42% 27% 10% 21%,152.265
fasta,sbcl,6,25000000,1751,8.172,8272,0,0% 0% 0% 100%,8.180
fasta,gcc,2,25000000,1169,2.420,556,0,0% 0% 1% 100%,2.423
fasta,java,2,25000000,1240,7.836,15772,0,99% 1% 1% 1%,7.751
fasta,jruby,1,25000000,760,243.604,583508,0,12% 56% 28% 8%,242.043
fasta,gcc,4,25000000,1221,5.044,296,0,0% 1% 100% 0%,5.046
fasta,ifc,4,25000000,1327,3.180,260,0,0% 0% 2% 100%,3.185
fasta,ghc,1,25000000,1421,0.000,0,-10,100% 0% 0% 0%,0.092
fasta,sbcl,1,25000000,1419,15.124,30372,0,0% 1% 0% 100%,15.132
fasta,java,4,25000000,1507,5.088,15436,0,1% 100% 1% 1%,5.010
fasta,sbcl,2,25000000,1617,16.236,30368,0,0% 0% 0% 100%,16.244
fasta,hipe,2,25000000,1164,49.739,8788,0,0% 100% 0% 1%,49.749
fasta,yarv,4,25000000,904,208.236,187904,0,49% 15% 33% 5%,210.544
fasta,ats,1,25000000,2104,5.200,288,0,0% 0% 100% 1%,5.204
fasta,scala,3,25000000,1053,6.520,22152,0,99% 0% 2% 1%,6.424
fasta,fsharp,1,25000000,978,10.200,16184,0,0% 1% 0% 100%,10.205
fastaredux,gcc,2,25000000,1168,2.056,296,0,1% 0% 0% 100%,2.058
fastaredux,fsharp,2,25000000,1074,3.368,17444,0,0% 1% 1% 100%,3.375
fastaredux,go,3,25000000,1237,1.884,1012,0,1% 0% 1% 100%,1.888
fastaredux,csharp,3,25000000,1441,2.388,15488,0,0% 99% 3% 1%,2.392
fastaredux,ifc,2,25000000,1369,3.384,512,0,1% 0% 100% 0%,3.389
fastaredux,fpascal,1,25000000,1227,4.776,8,0,1% 1% 0% 100%,4.780
fastaredux,scala,2,25000000,1372,4.548,23780,0,7% 4% 97% 4%,4.140
fastaredux,gpp,2,25000000,1474,2.160,632,0,2% 0% 100% 1%,2.162
fastaredux,perl,1,25000000,1112,210.288,2280,0,90% 0% 0% 11%,210.421
fastaredux,gpp,1,25000000,1470,3.000,632,0,0% 1% 100% 0%,3.003
fastaredux,gpp,5,25000000,1753,0.232,880,0,4% 0% 0% 100%,0.233
fastaredux,java,3,25000000,1443,1.916,15136,0,5% 97% 2% 2%,1.861
fastaredux,ats,4,25000000,2593,1.956,288,0,0% 0% 100% 1%,1.962
fastaredux,gnat,2,25000000,1909,1.992,1236,0,0% 2% 100% 0%,1.997
